0 		 start2 		 start2 		 start2
1183 		 हुई 		 ccof 		 conj
1184 		 और 		 main 		 case
1185 		 आंशिक 		 nmod__adj 		 case
1186 		 तौर 		 k7 		 nmod
1187 		 पर 		 lwg__psp 		 case
1188 		 बच्चन 		 r6 		 nmod
1189 		 की 		 lwg__psp 		 case
1190 		 दुर्घटना 		 r6 		 nmod
1191 		 के 		 lwg__psp 		 case
1192 		 असीम 		 nmod__adj 		 case
1193 		 प्रचार 		 rh 		 advcl
1194 		 के 		 lwg__psp 		 case
1195 		 कारण 		 lwg__psp 		 case
1196 		 बॉक्स 		 pof__cn 		 case
1197 		 ऑफिस 		 k7p 		 nmod
1198 		 पर 		 lwg__psp 		 case
1199 		 सफल 		 pof 		 compound
1200 		 रही 		 ccof 		 conj
1201 		 इस 		 nmod__adj 		 case
1202 		 फ़िल्म 		 k7 		 nmod
1203 		 में 		 lwg__psp 		 case
1204 		 इन्होंने 		 k1 		 nsubj
1205 		 विनोद 		 pof__cn 		 case
1206 		 खन्ना 		 ccof 		 conj
1207 		 और 		 k1 		 case
1208 		 ऋषि 		 pof__cn 		 case
1209 		 कपूर 		 ccof 		 conj
1210 		 के 		 lwg__psp 		 case
1211 		 साथ 		 lwg__psp 		 case
1212 		 एनथॉनी 		 pof__cn 		 case
1213 		 गॉन्सॉलनेज़ 		 r6 		 nmod
1214 		 के 		 lwg__psp 		 case
1215 		 नाम 		 k3 		 nmod
1216 		 से 		 lwg__psp 		 case
1217 		 तीसरी 		 nmod__adj 		 case
1218 		 अग्रणी 		 nmod__adj 		 case
1219 		 भूमिका 		 pof 		 compound
1220 		 की 		 main 		 case
1221 		 थी 		 lwg__vaux 		 case
1222 		 इस 		 nmod__adj 		 case
1223 		 पद 		 k7 		 nmod
1224 		 पर 		 lwg__psp 		 case
1225 		 उन्होंने 		 k1 		 nsubj
1226 		 निरन्तर 		 adv 		 advmod
1227 		 पाँच 		 nmod__adj 		 case
1228 		 वर्षों 		 k7t 		 nmod
1229 		 तक 		 lwg__psp 		 case
1230 		 कार्य 		 k2 		 case
1231 		 किया, 		 ccof 		 conj
1232 		 जबकि 		 rs 		 acl
1233 		 १९९० 		 k7t 		 nmod
1234 		 में 		 lwg__psp 		 case
1235 		 यह 		 k2 		 case
1236 		 प्रधानमंत्री 		 r6 		 nmod
1237 		 के 		 lwg__psp 		 case
1238 		 आर्थिक 		 nmod__adj 		 case
1239 		 सलाहकार 		 k1s 		 case
1240 		 बनाए 		 main 		 case
1241 		 गए 		 lwg__vaux 		 case
1242 		 पनामा 		 pof__cn 		 case
1243 		 पेपर्स 		 k7t 		 nmod
1244 		 के 		 lwg__psp 		 case
1245 		 बाद 		 lwg__psp 		 case
1246 		 पैराडाइज़ 		 pof__cn 		 case
1247 		 पेपर्स 		 k7p 		 nmod
1248 		 में 		 lwg__psp 		 case
1249 		 भी 		 lwg__rp 		 case
1250 		 अमिताभ 		 pof__cn 		 case
1251 		 बच्चन 		 k7t 		 nmod
1252 		 का 		 lwg__psp 		 case
1253 		 नाम, 		 pof__cn 		 case
1254 		 KBC-1 		 rsym 		 punct
1255 		 के 		 mod 		 nsubj
1256 		 बाद 		 lwg__psp 		 case
1257 		 विदेशी 		 nmod__adj 		 case
1258 		 कंपनी 		 k7 		 nmod
1259 		 में 		 lwg__psp 		 case
1260 		 लगाया 		 nmod__k2inv 		 case
1261 		 था 		 lwg__vaux 		 case
1262 		 पैसा 		 main 		 case
1263 		 इस 		 nmod__adj 		 case
1264 		 त्यागपत्र 		 vmod 		 case
1265 		 के 		 lwg__psp 		 case
1266 		 पीछे 		 lwg__psp 		 case
1267 		 इनके 		 r6 		 nmod
1268 		 भाई 		 r6 		 nmod
1269 		 का 		 lwg__psp 		 case
1270 		 बोफोर्स 		 pof__cn 		 case
1271 		 विवाद 		 k7 		 nmod
1272 		 में 		 lwg__psp 		 case
1273 		 अखबार 		 k7 		 nmod
1274 		 में 		 lwg__psp 		 case
1275 		 नाम 		 k2 		 case
1276 		 आना 		 vmod 		 case
1277 		 था, 		 lwg__vaux 		 case
1278 		 जिसके 		 rt 		 advcl
1279 		 लिए 		 lwg__psp 		 case
1280 		 इन्हें 		 k2 		 case
1281 		 अदालत 		 k7p 		 nmod
1282 		 में 		 lwg__psp 		 case
1283 		 जाना 		 main 		 case
1284 		 पड़ा 		 lwg__vaux 		 case
1285 		 तिसपर 		 k1 		 nsubj
1286 		 भी 		 lwg__rp 		 case
1287 		 इन्होंने 		 k1 		 nsubj
1288 		 ठीक 		 pof 		 compound
1289 		 होने 		 k7 		 nmod
1290 		 में 		 lwg__psp 		 case
1291 		 कई 		 nmod__adj 		 case
1292 		 महीने 		 k7t 		 nmod
1293 		 ले 		 ccof 		 conj
1294 		 लिए 		 lwg__vaux 		 case
1295 		 और 		 rh 		 advcl
1296 		 उस 		 nmod__adj 		 case
1297 		 साल 		 r6 		 nmod
1298 		 के 		 lwg__psp 		 case
1299 		 अंत 		 k7 		 nmod
1300 		 में 		 lwg__psp 		 case
1301 		 एक 		 nmod__adj 		 case
1302 		 लंबे 		 nmod__adj 		 case
1303 		 अरसे 		 k7t 		 nmod
1304 		 के 		 lwg__psp 		 case
1305 		 बाद 		 lwg__psp 		 case
1306 		 पुन: 		 k1 		 nsubj
1307 		 काम 		 pof 		 compound
1308 		 करना 		 k2 		 case
1309 		 आरंभ 		 pof 		 compound
1310 		 किया 		 main 		 case
1311 		 सन 		 pof__cn 		 case
1312 		 १९१३ 		 jjmod 		 advmod
1313 		 में 		 lwg__psp 		 case
1314 		 अमिताभ 		 ccof 		 conj
1315 		 और 		 ccof 		 conj
1316 		 उनकी 		 r6 		 nmod
1317 		 पत्नी 		 nmod 		 amod
1318 		 जया 		 pof__cn 		 case
1319 		 बच्चन 		 ccof 		 conj
1320 		 ; 		 rsym 		 punct
1321 		 इनका 		 r6 		 nmod
1322 		 विवाह 		 pof 		 compound
1323 		 १९७३ 		 k7t 		 nmod
1324 		 में 		 lwg__psp 		 case
1325 		 हुआ 		 ccof 		 conj
1326 		 था 		 lwg__vaux 		 case
1327 		 (जंजीर 		 rsym 		 punct
1328 		 नामक 		 nmod 		 amod
1329 		 हिन्दी 		 pof__cn 		 case
1330 		 फिल्म 		 r6 		 nmod
1331 		 के 		 lwg__psp 		 case
1332 		 उद्घाटन 		 r6 		 nmod
1333 		 के 		 lwg__psp 		 case
1334 		 बाद) 		 lwg__psp 		 case
1335 		 बच्चन 		 k1 		 nsubj
1336 		 ने 		 lwg__psp 		 case
1337 		 केबीसी 		 r6-k2 		 nmod
1338 		 का 		 lwg__psp 		 case
1339 		 आयोजन 		 pof 		 compound
1340 		 नवंबर 		 pof__cn 		 case
1341 		 २००५ 		 k7t 		 nmod
1342 		 तक 		 lwg__psp 		 case
1343 		 किया 		 ccof 		 conj
1344 		 और 		 main 		 case
1345 		 इसकी 		 r6 		 nmod
1346 		 सफलता 		 k1 		 nsubj
1347 		 ने 		 lwg__psp 		 case
1348 		 फिल्म 		 r6 		 nmod
1349 		 की 		 lwg__psp 		 case
1350 		 लोकप्रियता 		 rd 		 advmod
1351 		 के 		 lwg__psp 		 case
1352 		 प्रति 		 lwg__psp 		 case
1353 		 इनके 		 r6 		 nmod
1354 		 द्वार 		 k2 		 case
1355 		 फिर 		 adv 		 advmod
1356 		 से 		 lwg__rp 		 case
1357 		 खोल 		 ccof 		 conj
1358 		 दिए 		 lwg__vaux 		 case
1359 		 बच्चन 		 k1 		 nsubj
1360 		 ने 		 lwg__psp 		 case
1361 		 समाजवादी 		 pof__cn 		 case
1362 		 पार्टी 		 rt 		 advcl
1363 		 के 		 lwg__psp 		 case
1364 		 लिए 		 lwg__psp 		 case
1365 		 अपना 		 r6-k2 		 nmod
1366 		 समर्थन 		 k2 		 case
1367 		 देना 		 k2 		 case
1368 		 जारी 		 pof 		 compound
1369 		 रखा 		 main 		 case
1370 		 जिसमें 		 k7 		 nmod
1371 		 राजनीतिक 		 nmod__adj 		 case
1372 		 अभियान 		 ccof 		 conj
1373 		 अर्थात 		 k2 		 case
1374 		 प्रचार 		 pof__cn 		 case
1375 		 प्रसार 		 ccof 		 conj
1376 		 करना 		 k1 		 case
1377 		 शामिल 		 pof 		 compound
1378 		 था 		 nmod__relc 		 case
1379 		 इस 		 nmod__adj 		 case
1380 		 महाघोटाले 		 r6 		 nmod
1381 		 का 		 lwg__psp 		 case
1382 		 राज 		 k1 		 nsubj
1383 		 है 		 main 		 case
1384 		 कोयले 		 r6 		 nmod
1385 		 का 		 lwg__psp 		 case
1386 		 कैप्टिव 		 k1 		 nsubj
1387 		 ब्लॉक, 		 k1s 		 case
1388 		 जिसमें 		 k7 		 nmod
1389 		 निजी 		 nmod__adj 		 case
1390 		 क्षेत्र 		 k2 		 case
1391 		 को 		 lwg__psp 		 case
1392 		 उनकी 		 r6 		 nmod
1393 		 मर्जी 		 k7a 		 nmod
1394 		 के 		 lwg__psp 		 case
1395 		 मुताबिक 		 lwg__psp 		 case
1396 		 ब्लॉक 		 k2 		 case
1397 		 आवंटित 		 pof 		 compound
1398 		 कर 		 main 		 case
1399 		 दिया 		 lwg__vaux 		 case
1400 		 गया 		 lwg__vaux_cont 		 case
1401 		 इस 		 nmod__adj 		 case
1402 		 फिल्‍म 		 k1 		 nsubj
1403 		 ने 		 lwg__psp 		 case
1404 		 इन्हें 		 k2 		 case
1405 		 सर्वश्रेष्ठ 		 nmod__adj 		 case
1406 		 अभिनेता 		 r6 		 nmod
1407 		 का 		 lwg__psp 		 case
1408 		 फ़िल्मफेयर 		 pof__cn 		 case
1409 		 पुरस्कार 		 rt 		 advcl
1410 		 के 		 lwg__psp 		 case
1411 		 लिए 		 lwg__psp 		 case
1412 		 नामित 		 pof 		 compound
1413 		 किया 		 ccof 		 conj
1414 		 और 		 main 		 case
1415 		 बॉक्स 		 pof__cn 		 case
1416 		 ऑफिस 		 k7p 		 nmod
1417 		 पर 		 lwg__psp 		 case
1418 		 यह 		 k1 		 nsubj
1419 		 एक 		 nmod__adj 		 case
1420 		 सफल 		 nmod__adj 		 case
1421 		 फ़िल्म 		 k1s 		 case
1422 		 थी 		 ccof 		 conj
1423 		 १९९४ 		 k7t 		 nmod
1424 		 में 		 lwg__psp 		 case
1425 		 इनके 		 r6 		 nmod
1426 		 देर 		 k7t 		 nmod
1427 		 से 		 lwg__psp 		 case
1428 		 रिलीज 		 pof 		 compound
1429 		 होने 		 nmod 		 amod
1430 		 वाली 		 lwg__psp 		 case
1431 		 कुछ 		 nmod__adj 		 case
1432 		 फिल्मों 		 k5 		 nmod
1433 		 में 		 lwg__psp 		 case
1434 		 से 		 lwg__psp 		 case
1435 		 एक 		 nmod__adj 		 case
1436 		 फिल्म 		 k1 		 nsubj
1437 		 इन्सान्यित 		 k1 		 nsubj
1438 		 रिलीज 		 k7t 		 nmod
1439 		 तो 		 lwg__rp 		 case
1440 		 हुई 		 ccof 		 conj
1441 		 लेकिन 		 k7t 		 nmod
1442 		 बॉक्स 		 pof__cn 		 case
1443 		 ऑफिस 		 k7p 		 nmod
1444 		 पर 		 lwg__psp 		 case
1445 		 असफल 		 pof 		 compound
1446 		 रही 		 nmod__k1inv 		 case
1447 		 दूसरी 		 nmod__adj 		 case
1448 		 बार 		 k7t 		 nmod
1449 		 फ़रवरी 		 pof__cn 		 case
1450 		 २००९ 		 k7t 		 nmod
1451 		 में 		 lwg__psp 		 case
1452 		 विशेषज्ञ 		 k1 		 nsubj
1453 		 शल्य 		 pof__cn 		 case
1454 		 चिकित्सकों 		 r6 		 nmod
1455 		 की 		 lwg__psp 		 case
1456 		 टीम 		 k1 		 nsubj
1457 		 ने 		 lwg__psp 		 case
1458 		 अखिल 		 pof__cn 		 case
1459 		 भारतीय 		 pof__cn 		 case
1460 		 आयुर्विज्ञान 		 pof__cn 		 case
1461 		 संस्थान 		 k7p 		 nmod
1462 		 में 		 lwg__psp 		 case
1463 		 इनकी 		 r6 		 nmod
1464 		 शल्य-चिकित्सा 		 r6 		 nmod
1465 		 की 		 lwg__psp 		 case
1466 		 मनमोहन 		 pof__cn 		 case
1467 		 सिंह 		 k1 		 nsubj
1468 		 ने 		 lwg__psp 		 case
1469 		 आर्थिक 		 nmod__adj 		 case
1470 		 उदारीकरण 		 k2 		 case
1471 		 को 		 lwg__psp 		 case
1472 		 उपचार 		 k7 		 nmod
1473 		 के 		 lwg__psp 		 case
1474 		 रूप 		 lwg__psp 		 case
1475 		 में 		 lwg__psp 		 case
1476 		 प्रस्तुत 		 pof 		 compound
1477 		 किया 		 ccof 		 conj
1478 		 और 		 main 		 case
1479 		 भारतीय 		 nmod__adj 		 case
1480 		 अर्थव्यवस्था 		 k2 		 case
1481 		 को 		 lwg__psp 		 case
1482 		 विश्व 		 pof__cn 		 case
1483 		 बाज़ार 		 ras-k2 		 nmod
1484 		 के 		 lwg__psp 		 case
1485 		 साथ 		 lwg__psp 		 case
1486 		 जोड़ 		 ccof 		 conj
1487 		 दिया 		 lwg__vaux 		 case
1488 		 वर्ष 		 nmod__adj 		 case
1489 		 २००० 		 k7t 		 nmod
1490 		 में, 		 lwg__psp 		 case
1491 		 अमिताभ 		 pof__cn 		 case
1492 		 बच्चन 		 k1 		 nsubj
1493 		 ने 		 lwg__psp 		 case
1494 		 ब्रिटिश 		 nmod__adj 		 case
1495 		 टेलीविजन 		 pof__cn 		 case
1496 		 शो 		 r6 		 nmod
1497 		 के 		 lwg__psp 		 case
1498 		 खेल, 		 nmod 		 amod
1499 		 हू 		 pof__cn 		 case
1500 		 वाण्टस 		 pof__cn 		 case
1501 		 टु 		 pof__cn 		 case
1502 		 बी 		 pof__cn 		 case
1503 		 ए 		 pof__cn 		 case
1504 		 मिलियनेयर 		 k2 		 case
1505 		 को 		 lwg__psp 		 case
1506 		 भारत 		 k7p 		 nmod
1507 		 में 		 lwg__psp 		 case
1508 		 अनुकूलन 		 rt 		 advcl
1509 		 हेतु 		 lwg__psp 		 case
1510 		 कदम 		 k2 		 case
1511 		 बढाया 		 main 		 case
1512 		 इस 		 nmod__adj 		 case
1513 		 वापसी 		 nmod 		 amod
1514 		 वाली 		 lwg__psp 		 case
1515 		 फिल्म 		 k7t 		 nmod
1516 		 के 		 lwg__psp 		 case
1517 		 बाद 		 lwg__psp 		 case
1518 		 इनकी 		 r6 		 nmod
1519 		 स्टार 		 pof__cn 		 case
1520 		 पावर 		 k1 		 nsubj
1521 		 क्षीण 		 pof 		 compound
1522 		 होती 		 ccof 		 conj
1523 		 चली 		 lwg__vaux 		 case
1524 		 गई 		 lwg__vaux_cont 		 case
1525 		 क्योंकि 		 main 		 case
1526 		 इनकी 		 r6 		 nmod
1527 		 आने 		 nmod 		 amod
1528 		 वाली 		 lwg__psp 		 case
1529 		 सभी 		 nmod__adj 		 case
1530 		 फिल्में 		 k1 		 nsubj
1531 		 बॉक्स 		 pof__cn 		 case
1532 		 ऑफिस 		 k7p 		 nmod
1533 		 पर 		 lwg__psp 		 case
1534 		 असफल 		 pof 		 compound
1535 		 होती 		 ccof 		 conj
1536 		 रहीं 		 lwg__vaux 		 case
1537 		 इस 		 nmod__adj 		 case
1538 		 दुर्घटना 		 r6 		 nmod
1539 		 की 		 lwg__psp 		 case
1540 		 खबर 		 k1 		 nsubj
1541 		 दूर 		 k7p 		 nmod
1542 		 दूर 		 lwg__psp 		 case
1543 		 तक 		 lwg__psp 		 case
1544 		 फैल 		 ccof 		 conj
1545 		 गई 		 lwg__vaux 		 case
1546 		 और 		 k7 		 nmod
1547 		 यूके 		 r6 		 nmod
1548 		 के 		 lwg__psp 		 case
1549 		 अखबारों 		 r6 		 nmod
1550 		 की 		 lwg__psp 		 case
1551 		 सुर्खियों 		 k7 		 nmod
1552 		 में 		 lwg__psp 		 case
1553 		 छपने 		 ccof 		 conj
1554 		 लगी 		 lwg__vaux 		 case
1555 		 जिसके 		 k7 		 nmod
1556 		 बारे 		 lwg__psp 		 case
1557 		 में 		 lwg__psp 		 case
1558 		 कभी 		 k7t 		 nmod
1559 		 किसने 		 adv 		 advmod
1560 		 सुना 		 k1 		 case
1561 		 भी 		 lwg__rp 		 case
1562 		 नहीं 		 lwg__neg 		 case
1563 		 होगा 		 main 		 case
1564 		 फ़िल्म 		 k7 		 nmod
1565 		 में 		 lwg__psp 		 case
1566 		 उनके 		 r6 		 nmod
1567 		 प्रदर्शन 		 rt 		 advcl
1568 		 के 		 lwg__psp 		 case
1569 		 लिए 		 lwg__psp 		 case
1570 		 उन्हें 		 k4 		 iobj
1571 		 सर्वश्रेष्ठ 		 nmod__adj 		 case
1572 		 अभिनेता 		 r6 		 nmod
1573 		 का 		 lwg__psp 		 case
1574 		 पुरस्कार 		 k2 		 case
1575 		 पुरुष 		 nmod__adj 		 case
1576 		 पार्श्‍वगायक 		 r6 		 nmod
1577 		 का 		 lwg__psp 		 case
1578 		 सर्वश्रेष्ठ 		 nmod__adj 		 case
1579 		 फ़िल्म 		 k4 		 iobj
1580 		 पुरस्कार 		 k2 		 case
1581 		 मिला 		 main 		 case
1582 		 भारत 		 r6 		 nmod
1583 		 के 		 lwg__psp 		 case
1584 		 आर्थिक 		 nmod__adj 		 case
1585 		 इतिहास 		 k7 		 nmod
1586 		 में 		 lwg__psp 		 case
1587 		 हाल 		 r6 		 nmod
1588 		 के 		 lwg__psp 		 case
1589 		 वर्षों 		 k7t 		 nmod
1590 		 में 		 lwg__psp 		 case
1591 		 सबसे 		 jjmod__intf 		 case
1592 		 महत्वपूर्ण 		 nmod__adj 		 case
1593 		 मोड़ 		 k1 		 nsubj
1594 		 तब 		 k7t 		 nmod
1595 		 आया 		 main 		 case
1596 		 जब 		 k7t 		 nmod
1597 		 डॉ॰ 		 pof__cn 		 case
1598 		 सिंह 		 k1 		 nsubj
1599 		 १९९१ 		 rsp 		 advmod
1600 		 से 		 lwg__psp 		 case
1601 		 १९९६ 		 k7t 		 nmod
1602 		 तक 		 lwg__psp 		 case
1603 		 भारत 		 r6 		 nmod
1604 		 के 		 lwg__psp 		 case
1605 		 वित्त 		 pof__cn 		 case
1606 		 मन्त्री 		 k1 		 nsubj
1607 		 रहे 		 nmod__relc 		 case
1608 		 हालांकि 		 rh 		 advcl
1609 		 इनका 		 r6 		 case
1610 		 राजनीतिक 		 nmod__adj 		 case
1611 		 कैरियर 		 k1 		 nsubj
1612 		 कुछ 		 nmod__adj 		 case
1613 		 अवधि 		 rt 		 advcl
1614 		 के 		 lwg__psp 		 case
1615 		 लिए 		 lwg__psp 		 case
1616 		 ही 		 lwg__rp 		 case
1617 		 था, 		 main 		 case
1618 		 जिसके 		 r6 		 nmod
1619 		 तीन 		 nmod__adj 		 case
1620 		 साल 		 k7t 		 nmod
1621 		 बाद 		 lwg__psp 		 case
1622 		 इन्होंने 		 k1 		 nsubj
1623 		 अपनी 		 r6 		 nmod
1624 		 राजनीतिक 		 nmod__adj 		 case
1625 		 अवधि 		 k2 		 case
1626 		 को 		 lwg__psp 		 case
1627 		 पूरा 		 pof 		 compound
1628 		 किए 		 vmod 		 case
1629 		 बिना 		 lwg__rp 		 case
1630 		 त्याग 		 pof 		 compound
1631 		 दिया 		 lwg__vaux 		 case
1632 		 तब 		 k7t 		 nmod
1633 		 सिंह 		 k1 		 nsubj
1634 		 ने 		 lwg__psp 		 case
1635 		 शिवराज 		 pof__cn 		 case
1636 		 पाटिल 		 k2 		 case
1637 		 को 		 lwg__psp 		 case
1638 		 हटाकर 		 vmod 		 case
1639 		 पी. 		 pof__cn 		 case
1640 		 चिदम्बरम 		 k4 		 iobj
1641 		 को 		 lwg__psp 		 case
1642 		 गृह 		 pof__cn 		 case
1643 		 मंत्रालय 		 r6 		 nmod
1644 		 की 		 lwg__psp 		 case
1645 		 ज़िम्मेदारी 		 k2 		 case
1646 		 सौंपी 		 ccof 		 conj
1647 		 और 		 main 		 case
1648 		 प्रणव 		 pof__cn 		 case
1649 		 मुखर्जी 		 k2 		 case
1650 		 को 		 lwg__psp 		 case
1651 		 नया 		 nmod__adj 		 case
1652 		 वित्त 		 pof__cn 		 case
1653 		 मंत्री 		 k2s 		 acl
1654 		 बनाया 		 ccof 		 conj
1655 		 १९८४ 		 k7t 		 nmod
1656 		 में 		 lwg__psp 		 case
1657 		 अमिताभ 		 k1 		 nsubj
1658 		 ने 		 lwg__psp 		 case
1659 		 अभिनय 		 k5 		 nmod
1660 		 से 		 lwg__psp 		 case
1661 		 कुछ 		 nmod__adj 		 case
1662 		 समय 		 rt 		 advcl
1663 		 के 		 lwg__psp 		 case
1664 		 लिए 		 lwg__psp 		 case
1665 		 विश्राम 		 pof 		 compound
1666 		 ले 		 ccof 		 conj
1667 		 लिया 		 lwg__vaux 		 case
1668 		 और 		 main 		 case
1669 		 अपने 		 r6 		 nmod
1670 		 पुराने 		 nmod__adj 		 case
1671 		 मित्र 		 nmod 		 amod
1672 		 राजीव 		 pof__cn 		 case
1673 		 गांधी 		 r6 		 nmod
1674 		 की 		 lwg__psp 		 case
1675 		 सपोर्ट 		 k7 		 nmod
1676 		 में 		 lwg__psp 		 case
1677 		 राजनीति 		 k7 		 nmod
1678 		 में 		 lwg__psp 		 case
1679 		 कूद 		 ccof 		 conj
1680 		 पड़े 		 lwg__vaux 		 case
1681 		 १९७० 		 r6 		 nmod
1682 		 के 		 lwg__psp 		 case
1683 		 दशक 		 k7t 		 nmod
1684 		 के 		 lwg__psp 		 case
1685 		 दौरान 		 lwg__psp 		 case
1686 		 उन्होंने 		 k1 		 nsubj
1687 		 बड़ी 		 nmod__adj 		 case
1688 		 लोकप्रियता 		 k2 		 case
1689 		 प्राप्त 		 pof 		 compound
1690 		 की 		 ccof 		 conj
1691 		 और 		 main 		 case
1692 		 तब 		 k7t 		 nmod
1693 		 से 		 lwg__psp 		 case
1694 		 भारतीय 		 nmod__adj 		 case
1695 		 सिनेमा 		 r6 		 nmod
1696 		 के 		 lwg__psp 		 case
1697 		 इतिहास 		 k7 		 nmod
1698 		 में 		 lwg__psp 		 case
1699 		 सबसे 		 jjmod__intf 		 case
1700 		 प्रमुख 		 nmod__adj 		 case
1701 		 व्यक्तित्व 		 k1 		 nsubj
1702 		 बन 		 ccof 		 conj
1703 		 गए 		 lwg__vaux 		 case
1704 		 हैं 		 lwg__vaux_cont 		 case
1705 		 स्टारडस्ट 		 ccof 		 conj
1706 		 और 		 k2 		 case
1707 		 कुछ 		 nmod__adj 		 case
1708 		 अन्य 		 nmod__adj 		 case
1709 		 पत्रिकाओं 		 ccof 		 conj
1710 		 ने 		 lwg__psp 		 case
1711 		 मिलकर 		 vmod 		 case
1712 		 एक 		 nmod__adj 		 case
1713 		 संघ 		 k2 		 case
1714 		 बनाया, 		 main 		 case
1715 		 जिसमें 		 k7 		 nmod
1716 		 अमिताभ 		 r6 		 nmod
1717 		 के 		 lwg__psp 		 case
1718 		 शीर्ष 		 k7 		 nmod
1719 		 पर 		 lwg__psp 		 case
1720 		 रहते 		 k7t 		 nmod
1721 		 समय 		 lwg__psp 		 case
1722 		 १५ 		 nmod__adj 		 case
1723 		 वर्ष 		 rt 		 advcl
1724 		 के 		 lwg__psp 		 case
1725 		 लिए 		 lwg__psp 		 case
1726 		 प्रतिबंध 		 pof 		 compound
1727 		 लगा 		 nmod__relc 		 case
1728 		 दिया 		 lwg__vaux 		 case
1729 		 गया 		 lwg__vaux_cont 		 case
1730 		 अमिताभ 		 k7t 		 nmod
1731 		 बाद 		 lwg__psp 		 case
1732 		 में 		 lwg__psp 		 case
1733 		 अध्ययन 		 pof 		 compound
1734 		 करने 		 rt 		 advcl
1735 		 के 		 lwg__psp 		 case
1736 		 लिए 		 lwg__psp 		 case
1737 		 दिल्ली 		 pof__cn 		 case
1738 		 विश्वविद्यालय 		 r6 		 nmod
1739 		 के 		 lwg__psp 		 case
1740 		 किरोड़ीमल 		 k2 		 case
1741 		 कॉलेजचले 		 vmod 		 case
1742 		 गए 		 nmod__k1inv 		 case
1743 		 जहां 		 k7p 		 nmod
1744 		 इन्होंने 		 k1 		 nsubj
1745 		 विज्ञान 		 pof__cn 		 case
1746 		 स्नातक 		 r6 		 nmod
1747 		 की 		 lwg__psp 		 case
1748 		 उपाधि 		 k2 		 case
1749 		 प्राप्त 		 pof 		 compound
1750 		 की 		 main 		 case
1751 		 प्रधानमंत्री 		 nmod__adj 		 case
1752 		 सिंह 		 k1 		 nsubj
1753 		 ने 		 lwg__psp 		 case
1754 		 वित्तमंत्री 		 k7 		 nmod
1755 		 के 		 lwg__psp 		 case
1756 		 रूप 		 lwg__psp 		 case
1757 		 में 		 lwg__psp 		 case
1758 		 पी. 		 pof__cn 		 case
1759 		 चिदम्बरम 		 k4 		 iobj
1760 		 को 		 lwg__psp 		 case
1761 		 अर्थव्यवस्था 		 r6 		 nmod
1762 		 का 		 lwg__psp 		 case
1763 		 दायित्व 		 k2 		 case
1764 		 सौंपा 		 main 		 case
1765 		 था, 		 lwg__vaux 		 case
1766 		 जिसे 		 k2 		 case
1767 		 उन्होंने 		 k1 		 nsubj
1768 		 कुशलता 		 ras-k2 		 nmod
1769 		 के 		 lwg__psp 		 case
1770 		 साथ 		 lwg__psp 		 case
1771 		 निभाया 		 main 		 case
1772 		 १९८२ 		 k7t 		 nmod
1773 		 में 		 lwg__psp 		 case
1774 		 कुली 		 pof__cn 		 case
1775 		 फ़िल्म 		 k7 		 nmod
1776 		 में 		 lwg__psp 		 case
1777 		 बच्चन 		 k1 		 nsubj
1778 		 ने 		 lwg__psp 		 case
1779 		 अपने 		 r6 		 nmod
1780 		 सह 		 nmod__adj 		 case
1781 		 कलाकार 		 nmod 		 amod
1782 		 पुनीत 		 pof__cn 		 case
1783 		 इस्सर 		 ras-k1 		 nmod
1784 		 के 		 lwg__psp 		 case
1785 		 साथ 		 lwg__psp 		 case
1786 		 एक 		 nmod__adj 		 case
1787 		 फाइट 		 r6 		 nmod
1788 		 की 		 lwg__psp 		 case
1789 		 शूटिंग 		 k7t 		 nmod
1790 		 के 		 lwg__psp 		 case
1791 		 दौरान 		 lwg__psp 		 case
1792 		 अपनी 		 r6 		 nmod
1793 		 आंतों 		 k2 		 case
1794 		 को 		 lwg__psp 		 case
1795 		 लगभग 		 lwg__rp 		 case
1796 		 घायल 		 pof 		 compound
1797 		 कर 		 main 		 case
1798 		 लिया 		 lwg__vaux 		 case
1799 		 था 		 lwg__vaux_cont 		 case
1800 		 अमिताभ 		 pof__cn 		 case
1801 		 बच्चन 		 k4 		 iobj
1802 		 को 		 lwg__psp 		 case
1803 		 अप्रैल 		 pof__cn 		 case
1804 		 २००५ 		 k7t 		 nmod
1805 		 में 		 lwg__psp 		 case
1806 		 एचआईवी/एड्स 		 ccof 		 conj
1807 		 और 		 k7 		 nmod
1808 		 पोलियो 		 pof__cn 		 case
1809 		 उन्मूलन 		 pof__cn 		 case
1810 		 अभियान 		 ccof 		 conj
1811 		 के 		 lwg__psp 		 case
1812 		 लिए 		 lwg__psp 		 case
1813 		 यूनिसेफ 		 k1 		 nsubj
1814 		 के 		 lwg__psp 		 case
1815 		 द्वारा 		 lwg__psp 		 case
1816 		 सद्भावना 		 pof__cn 		 case
1817 		 राजदूत 		 k2s 		 acl
1818 		 नियुक्त 		 pof 		 compound
1819 		 किया 		 main 		 case
1820 		 गया 		 lwg__vaux 		 case
1821 		 था 		 lwg__vaux_cont 		 case
1822 		 इस 		 nmod__adj 		 case
1823 		 कैप्टिव 		 pof__cn 		 case
1824 		 ब्लॉक 		 pof__cn 		 case
1825 		 नीति 		 r6 		 nmod
1826 		 का 		 lwg__psp 		 case
1827 		 फायदा 		 main 		 case
1828 		 हिंडाल्को, 		 k7t 		 nmod
1829 		 जेपी 		 pof__cn 		 case
1830 		 पावर, 		 pof__cn 		 case
