0 		 start2 		 start2 		 start2
645 		 है 		 main 		 case
646 		 लैंडर 		 r6 		 nmod
647 		 के 		 lwg__psp 		 pof__cn
648 		 मुख्य 		 nmod__adj 		 pof__cn
649 		 इंजन 		 k2 		 pof__cn
650 		 को 		 lwg__psp 		 pof__cn
651 		 सफलतापूर्वक 		 adv 		 advmod
652 		 513 		 nmod__adj 		 case
653 		 सेकंड 		 r6 		 nmod
654 		 की 		 lwg__psp 		 pof__cn
655 		 अवधि 		 rt 		 advcl
656 		 के 		 lwg__psp 		 case
657 		 लिए 		 lwg__psp 		 case
658 		 परीक्षण 		 pof 		 compound
659 		 किया 		 main 		 case
660 		 जा 		 lwg__vaux 		 case
661 		 चुका 		 lwg__vaux_cont 		 case
662 		 है 		 lwg__vaux_cont 		 case
663 		 पहला 		 nmod__adj 		 case
664 		 भारतीय 		 nmod__adj 		 case
665 		 मिशन, 		 k1 		 nsubj
666 		 जो 		 k1 		 nsubj
667 		 घरेलू 		 nmod__adj 		 case
668 		 तकनीक 		 ras-k1 		 nmod
669 		 के 		 lwg__psp 		 pof__cn
670 		 साथ 		 lwg__psp 		 pof__cn
671 		 चंद्र 		 nmod__adj 		 pof__cn
672 		 सतह 		 k7 		 nmod
673 		 पर 		 lwg__psp 		 pof__cn
674 		 एक 		 nmod__adj 		 pof__cn
675 		 soft 		 rsym 		 punct
676 		 लैंडिंग 		 r6-k2 		 nmod
677 		 का 		 lwg__psp 		 pof__cn
678 		 प्रयास 		 pof 		 compound
679 		 करेगा 		 main 		 case
680 		 कोर 		 k7 		 nmod
681 		 के 		 lwg__psp 		 pof__cn
682 		 चारों 		 nmod__adj 		 pof__cn
683 		 ओर 		 lwg__psp 		 pof__cn
684 		 ५०० 		 nmod__adj 		 pof__cn
685 		 किलोमीटर 		 r6 		 pof__cn
686 		 की 		 lwg__psp 		 pof__cn
687 		 त्रिज्या 		 ras-k1 		 nmod
688 		 के 		 lwg__psp 		 pof__cn
689 		 साथ 		 lwg__psp 		 pof__cn
690 		 एक 		 nmod__adj 		 pof__cn
691 		 आंशिक 		 nmod__adj 		 pof__cn
692 		 रूप 		 adv 		 advmod
693 		 से 		 lwg__psp 		 case
694 		 पिघली 		 nmod__k1inv 		 case
695 		 हुई 		 lwg__vaux 		 case
696 		 सीमा 		 pof__cn 		 case
697 		 परत 		 k1 		 nsubj
698 		 है 		 main 		 case
699 		 २००८ 		 k7t 		 nmod
700 		 में 		 lwg__psp 		 pof__cn
701 		 चंद्रयान 		 pof__cn 		 pof__cn
702 		 अंतरिक्ष 		 pof__cn 		 pof__cn
703 		 यान 		 k1 		 pof__cn
704 		 ने 		 lwg__psp 		 pof__cn
705 		 चन्द्रमा 		 k7p 		 nmod
706 		 पर 		 lwg__psp 		 pof__cn
707 		 सतह 		 k2 		 pof__cn
708 		 जल 		 pof__cn 		 pof__cn
709 		 बर्फ 		 r6 		 pof__cn
710 		 के 		 lwg__psp 		 pof__cn
711 		 अस्तित्व 		 r6-k2 		 nmod
712 		 की 		 lwg__psp 		 pof__cn
713 		 पुष्टि 		 pof 		 compound
714 		 की 		 main 		 case
715 		 है 		 lwg__vaux 		 case
716 		 2022 		 k7t 		 nmod
717 		 में 		 lwg__psp 		 pof__cn
718 		 प्रस्तावित 		 nmod__adj 		 pof__cn
719 		 भारत 		 r6 		 pof__cn
720 		 के 		 lwg__psp 		 pof__cn
721 		 अंतरिक्ष 		 k7p 		 nmod
722 		 में 		 lwg__psp 		 pof__cn
723 		 मानव 		 pof__cn 		 pof__cn
724 		 मिशन 		 nmod__adj 		 pof__cn
725 		 ” 		 pof__cn 		 pof__cn
726 		 गगणयान 		 pof__cn 		 pof__cn
727 		 मिशन 		 k2 		 pof__cn
728 		 ” 		 r6 		 pof__cn
729 		 का 		 lwg__psp 		 pof__cn
730 		 रास्ता 		 k2 		 pof__cn
731 		 साफ 		 pof 		 compound
732 		 होगा. 		 rs 		 acl
733 		 इन 		 nmod__adj 		 case
734 		 अंतरिक्ष 		 pof__cn 		 case
735 		 अभियानों 		 k1 		 nsubj
736 		 ने 		 lwg__psp 		 case
737 		 चंद्रमा 		 k7 		 nmod
738 		 पर 		 lwg__psp 		 pof__cn
739 		 जल-बर्फ 		 r6 		 pof__cn
740 		 की 		 lwg__psp 		 pof__cn
741 		 खोज 		 r6 		 pof__cn
742 		 की 		 lwg__psp 		 pof__cn
743 		 पुष्टि 		 rt 		 advcl
744 		 के 		 lwg__psp 		 case
745 		 लिए 		 lwg__psp 		 case
746 		 विशिष्ठ 		 nmod__adj 		 case
747 		 योगदान 		 pof 		 compound
748 		 दिया 		 main 		 case
749 		 है 		 lwg__vaux 		 case
750 		 यह 		 k1 		 nsubj
751 		 500 		 nmod__adj 		 case
752 		 मीटर 		 k7 		 nmod
753 		 (½-a-km) 		 rsym 		 punct
754 		 तक 		 lwg__psp 		 case
755 		 यात्रा 		 pof 		 compound
756 		 कर 		 ccof 		 conj
757 		 सकता 		 lwg__vaux 		 case
758 		 है 		 lwg__vaux_cont 		 case
759 		 और 		 main 		 case
760 		 इसके 		 r6 		 nmod
761 		 कामकाज 		 rt 		 advcl
762 		 के 		 lwg__psp 		 case
763 		 लिए 		 lwg__psp 		 case
764 		 सौर 		 pof__cn 		 case
765 		 ऊर्जा 		 r6 		 nmod
766 		 का 		 lwg__psp 		 pof__cn
767 		 लाभ 		 pof 		 compound
768 		 उठाता 		 ccof 		 conj
769 		 है 		 lwg__vaux 		 case
770 		 ऑर्बिटर 		 r6 		 nmod
771 		 का 		 lwg__psp 		 pof__cn
772 		 मिशन 		 k1 		 pof__cn
773 		 जीवन 		 k1 		 pof__cn
774 		 एक 		 nmod__adj 		 pof__cn
775 		 वर्ष 		 k1s 		 pof__cn
776 		 है 		 ccof 		 conj
777 		 और 		 main 		 case
778 		 इसे 		 k2 		 case
779 		 100X100 		 rsym 		 punct
780 		 किमी 		 jjmod 		 advmod
781 		 लंबी 		 nmod 		 amod
782 		 चंद्र 		 k2s 		 acl
783 		 ध्रुवीय 		 nmod__adj 		 case
784 		 कक्षा 		 k7 		 nmod
785 		 में 		 lwg__psp 		 pof__cn
786 		 रखा 		 ccof 		 conj
787 		 जाएगा 		 lwg__vaux 		 case
788 		 फ्रांस 		 r6 		 nmod
789 		 का 		 lwg__psp 		 pof__cn
790 		 अमेरिका 		 k7t 		 nmod
791 		 के 		 lwg__psp 		 pof__cn
792 		 बाद 		 lwg__psp 		 pof__cn
793 		 भारत 		 k1 		 pof__cn
794 		 भी 		 lwg__rp 		 pof__cn
795 		 सैन्य 		 nmod__adj 		 pof__cn
796 		 दृष्टि 		 adv 		 advmod
797 		 से 		 lwg__psp 		 case
798 		 महत्वपूर्ण 		 nmod__adj 		 case
799 		 स्पेस 		 pof__cn 		 case
800 		 कमांड 		 nmod 		 amod
801 		 वाला 		 lwg__psp 		 case
802 		 देश 		 k1 		 nsubj
803 		 बन 		 main 		 case
804 		 सकता 		 lwg__vaux 		 case
805 		 है. 		 lwg__vaux_cont 		 case
806 		 ऑर्बिटर 		 ccof 		 conj
807 		 तथा 		 r6 		 nmod
808 		 रोवर 		 ccof 		 conj
809 		 की 		 lwg__psp 		 case
810 		 मुख्य 		 nmod__adj 		 case
811 		 जिम्मेदारी 		 nmod 		 amod
812 		 इसरो 		 r6 		 nmod
813 		 की 		 lwg__psp 		 pof__cn
814 		 होगी 		 ccof 		 conj
815 		 तथा 		 main 		 case
816 		 रोसकोसमोस 		 pof__cn 		 case
817 		 लैंडर 		 rt 		 advcl
818 		 के 		 lwg__psp 		 case
819 		 लिए 		 lwg__psp 		 case
820 		 जिम्मेदार 		 pof 		 compound
821 		 होगा. 		 ccof 		 conj
822 		 सेंसर 		 ccof 		 conj
823 		 और 		 r6 		 nmod
824 		 सॉफ्टवेयर 		 ccof 		 conj
825 		 के 		 lwg__psp 		 case
826 		 बंद 		 nmod__adj 		 case
827 		 लूप 		 pof__cn 		 case
828 		 सत्यापन 		 pof__cn 		 case
829 		 परीक्षण 		 k1 		 nsubj
830 		 2016 		 k7t 		 nmod
831 		 के 		 lwg__psp 		 pof__cn
832 		 मध्य 		 lwg__psp 		 pof__cn
833 		 में 		 lwg__psp 		 pof__cn
834 		 परीक्षण 		 pof 		 compound
835 		 करने 		 r6 		 nmod
836 		 की 		 lwg__psp 		 pof__cn
837 		 योजना 		 k2 		 pof__cn
838 		 बनाई 		 main 		 pof__cn
839 		 है 		 lwg__vaux 		 pof__cn
840 		 इस 		 nmod__adj 		 pof__cn
841 		 टकराव 		 rh 		 advcl
842 		 के 		 lwg__psp 		 case
843 		 कारण 		 lwg__psp 		 case
844 		 पृथ्वी 		 r6 		 nmod
845 		 के 		 lwg__psp 		 pof__cn
846 		 23.5 		 nmod__adj 		 pof__cn
847 		 डिग्री 		 k2 		 pof__cn
848 		 झुका 		 nmod__k1inv 		 pof__cn
849 		 हुआ 		 lwg__vaux 		 pof__cn
850 		 धुरी 		 k2 		 pof__cn
851 		 भी 		 lwg__rp 		 pof__cn
852 		 उत्पन्न 		 pof 		 compound
853 		 हुई, 		 vmod 		 case
854 		 जिससे 		 rh 		 advcl
855 		 मौसम 		 k1 		 case
856 		 उत्पन्न 		 pof 		 compound
857 		 हो 		 main 		 case
858 		 गया 		 lwg__vaux 		 case
859 		 तीन 		 nmod__adj 		 case
860 		 पेलोड 		 k1 		 nsubj
861 		 नए 		 k1s 		 case
862 		 हैं, 		 ccof 		 conj
863 		 जबकि 		 main 		 case
864 		 दो 		 nmod__adj 		 case
865 		 अन्य 		 nmod__adj 		 case
866 		 चंद्रयान-1 		 pof__cn 		 case
867 		 ऑर्बिटर 		 k7 		 nmod
868 		 पर 		 lwg__psp 		 pof__cn
869 		 भेजे 		 nmod 		 pof__cn
870 		 जाने 		 lwg__vaux 		 pof__cn
871 		 वाले 		 lwg__psp 		 pof__cn
872 		 पेलोड 		 r6 		 pof__cn
873 		 के 		 lwg__psp 		 pof__cn
874 		 उन्नत 		 nmod__adj 		 pof__cn
875 		 संस्करण 		 k1 		 pof__cn
876 		 हैं 		 ccof 		 conj
877 		 चंद्रमा 		 r6 		 nmod
878 		 के 		 lwg__psp 		 pof__cn
879 		 दक्षिण 		 pof__cn 		 pof__cn
880 		 ध्रुवीय 		 nmod__adj 		 pof__cn
881 		 क्षेत्र 		 k7p 		 nmod
882 		 पर 		 lwg__psp 		 pof__cn
883 		 एक 		 nmod__adj 		 pof__cn
884 		 Soft 		 rsym 		 punct
885 		 लैंडिंग 		 r6-k2 		 nmod
886 		 का 		 lwg__psp 		 pof__cn
887 		 संचालन 		 pof 		 compound
888 		 करने 		 nmod 		 amod
889 		 वाला 		 lwg__psp 		 case
890 		 पहला 		 nmod__adj 		 case
891 		 अंतरिक्ष 		 pof__cn 		 case
892 		 मिशन 		 k1 		 nsubj
893 		 हैं 		 main 		 case
894 		 रोवर 		 r6 		 nmod
895 		 का 		 lwg__psp 		 pof__cn
896 		 वजन 		 k1 		 pof__cn
897 		 27 		 nmod__adj 		 pof__cn
898 		 किग्रा 		 k1s 		 pof__cn
899 		 है 		 ccof 		 conj
900 		 और 		 main 		 case
901 		 सौर 		 pof__cn 		 case
902 		 ऊर्जा 		 k1 		 nsubj
903 		 द्वारा 		 lwg__psp 		 case
904 		 संचालित 		 pof 		 compound
905 		 होगा 		 vmod 		 case
906 		 इलेक्ट्रिक 		 pof__cn 		 case
907 		 पावर 		 pof__cn 		 case
908 		 जनरेशन 		 pof__cn 		 case
909 		 क्षमता- 		 k1 		 nsubj
910 		 50 		 k1s 		 case
911 		 W 		 rsym 		 punct
912 		 है 		 ccof 		 conj
913 		 ऐसा 		 k2 		 case
914 		 माना 		 main 		 case
915 		 जाता 		 lwg__vaux 		 case
916 		 है 		 lwg__vaux_cont 		 case
917 		 कि 		 rs 		 acl
918 		 करीब 		 lwg__rp 		 case
919 		 ४.५ 		 mod 		 nsubj
920 		 अरब 		 nmod__adj 		 case
921 		 वर्ष 		 k7t 		 nmod
922 		 पहले 		 lwg__psp 		 pof__cn
923 		 पृथ्वी 		 ras-k1 		 nmod
924 		 के 		 lwg__psp 		 pof__cn
925 		 साथ 		 lwg__psp 		 pof__cn
926 		 विशाल 		 nmod__adj 		 pof__cn
927 		 टक्कर 		 r6 		 pof__cn
928 		 की 		 lwg__psp 		 pof__cn
929 		 घटना 		 k1 		 pof__cn
930 		 ने 		 lwg__psp 		 pof__cn
931 		 इसका 		 r6-k2 		 nmod
932 		 गठन 		 pof 		 compound
933 		 किया 		 ccof 		 conj
934 		 है 		 lwg__vaux 		 case
935 		 यह 		 k1 		 nsubj
936 		 एक 		 nmod__adj 		 case
937 		 चंद्र 		 nmod__adj 		 case
938 		 दिन 		 rt 		 advcl
939 		 के 		 lwg__psp 		 case
940 		 लिए 		 lwg__psp 		 case
941 		 कार्य 		 k2 		 case
942 		 करने 		 rt 		 advcl
943 		 के 		 lwg__psp 		 case
944 		 लिए 		 lwg__psp 		 case
945 		 डिज़ाइन 		 pof 		 compound
946 		 किया 		 main 		 case
947 		 गया 		 lwg__vaux 		 case
948 		 है, 		 lwg__vaux_cont 		 case
949 		 जो 		 k1 		 nsubj
950 		 लगभग 		 lwg__rp 		 case
951 		 14 		 nmod__adj 		 case
952 		 पृथ्वी 		 k1 		 nsubj
953 		 दिनों 		 k1s 		 case
954 		 के 		 lwg__psp 		 case
955 		 बराबर 		 lwg__psp 		 case
956 		 है 		 main 		 case
957 		 चंद्रयान 		 pof__cn 		 case
958 		 2 		 r6 		 nmod
959 		 के 		 lwg__psp 		 pof__cn
960 		 लैंडर 		 r6 		 pof__cn
961 		 का 		 lwg__psp 		 pof__cn
962 		 नाम 		 k2 		 pof__cn
963 		 भारतीय 		 pof__cn 		 pof__cn
964 		 अंतरिक्ष 		 pof__cn 		 pof__cn
965 		 कार्यक्रम 		 r6 		 pof__cn
966 		 के 		 lwg__psp 		 pof__cn
967 		 जनक 		 nmod 		 pof__cn
968 		 डॉ 		 pof__cn 		 pof__cn
969 		 विक्रम 		 pof__cn 		 pof__cn
970 		 ए 		 pof__cn 		 pof__cn
971 		 साराभाई 		 r6 		 pof__cn
972 		 के 		 lwg__psp 		 pof__cn
973 		 नाम 		 k7 		 nmod
974 		 पर 		 lwg__psp 		 pof__cn
975 		 रखा 		 main 		 pof__cn
976 		 गया 		 lwg__vaux 		 pof__cn
977 		 है 		 lwg__vaux_cont 		 pof__cn
978 		 चन्द्रमा 		 r6 		 pof__cn
979 		 की 		 lwg__psp 		 pof__cn
980 		 सतह 		 k5 		 nmod
981 		 से 		 lwg__psp 		 pof__cn
982 		 टकराने 		 nmod 		 pof__cn
983 		 वाले 		 lwg__psp 		 pof__cn
984 		 चंद्रयान-1 		 r6 		 pof__cn
985 		 के 		 lwg__psp 		 pof__cn
986 		 मून 		 pof__cn 		 pof__cn
987 		 इम्पैक्ट 		 pof__cn 		 pof__cn
988 		 प्रोब 		 r6 		 pof__cn
989 		 के 		 lwg__psp 		 pof__cn
990 		 विपरीत, 		 nmod__adj 		 pof__cn
991 		 लैंडर 		 k1 		 pof__cn
992 		 धीरे-धीरे 		 adv 		 advmod
993 		 नीचे 		 k7p 		 nmod
994 		 उतरेगा 		 main 		 pof__cn
995 		 चंद्रमा 		 rt 		 advcl
996 		 के 		 lwg__psp 		 case
997 		 लिए 		 lwg__psp 		 case
998 		 भविष्य 		 r6 		 nmod
999 		 की 		 lwg__psp 		 pof__cn
1000 		 मानवयुक्त 		 pof__cn 		 pof__cn
1001 		 मिशन 		 pof__cn 		 pof__cn
1002 		 योजना 		 pof__cn 		 pof__cn
1003 		 सरकार 		 ras-k1 		 nmod
1004 		 के 		 lwg__psp 		 pof__cn
1005 		 साथ 		 lwg__psp 		 pof__cn
1006 		 साथ 		 k7 		 nmod
1007 		 निजी 		 nmod__adj 		 pof__cn
1008 		 वित्त 		 mod 		 nsubj
1009 		 पोषित 		 mod 		 nsubj
1010 		 प्रयासों 		 adv 		 advmod
1011 		 से 		 lwg__psp 		 case
1012 		 बनाई 		 main 		 case
1013 		 गई 		 lwg__vaux 		 case
1014 		 है 		 lwg__vaux_cont 		 case
1015 		 चंद्रमा 		 r6 		 nmod
1016 		 के 		 lwg__psp 		 pof__cn
1017 		 अकेले 		 nmod__adj 		 pof__cn
1018 		 नजदीकी 		 mod 		 nsubj
1019 		 पक्ष 		 k7 		 nmod
1020 		 में 		 lwg__psp 		 pof__cn
1021 		 ही 		 lwg__rp 		 pof__cn
1022 		 १ 		 nmod__adj 		 pof__cn
1023 		 किमी 		 jjmod 		 advmod
1024 		 से 		 lwg__psp 		 case
1025 		 ज्यादा 		 nmod 		 amod
1026 		 चौड़ाई 		 r6 		 nmod
1027 		 के 		 lwg__psp 		 pof__cn
1028 		 लगभग 		 lwg__rp 		 pof__cn
1029 		 ३,००,००० 		 nmod__adj 		 pof__cn
1030 		 खड्डों 		 k1 		 pof__cn
1031 		 के 		 lwg__psp 		 pof__cn
1032 		 होने 		 r6 		 pof__cn
1033 		 का 		 lwg__psp 		 pof__cn
1034 		 अनुमान 		 k1 		 pof__cn
1035 		 है 		 main 		 pof__cn
1036 		 चंद्रयान 		 pof__cn 		 pof__cn
1037 		 2 		 r6 		 pof__cn
1038 		 का 		 lwg__psp 		 pof__cn
1039 		 रोवर 		 nmod 		 pof__cn
1040 		 प्रज्ञान 		 nmod__adj 		 pof__cn
1041 		 नाम 		 r6 		 pof__cn
1042 		 का 		 lwg__psp 		 pof__cn
1043 		 6 		 nmod__adj 		 pof__cn
1044 		 पहियों 		 nmod 		 pof__cn
1045 		 वाला 		 lwg__psp 		 pof__cn
1046 		 रोबोट 		 pof__cn 		 pof__cn
1047 		 वाहन 		 nmod 		 pof__cn
1048 		 है, 		 k2 		 pof__cn
1049 		 जो 		 k1 		 pof__cn
1050 		 संस्कृत 		 k7 		 nmod
1051 		 में 		 lwg__psp 		 pof__cn
1052 		 'ज्ञान' 		 r6-k2 		 nmod
1053 		 का 		 lwg__psp 		 pof__cn
1054 		 अनुवाद 		 pof 		 compound
1055 		 करता 		 main 		 case
1056 		 है 		 lwg__vaux 		 case
1057 		 हांलाकि 		 k7t 		 nmod
1058 		 चंद्रयान-२ 		 r6 		 nmod
1059 		 के 		 lwg__psp 		 pof__cn
1060 		 ऑर्बिटर 		 k1 		 pof__cn
1061 		 ने 		 lwg__psp 		 pof__cn
1062 		 अपने 		 r6 		 pof__cn
1063 		 हाई 		 pof__cn 		 pof__cn
1064 		 रिजोल्यूशन 		 pof__cn 		 pof__cn
1065 		 कैमरा 		 k3 		 nmod
1066 		 से 		 lwg__psp 		 pof__cn
1067 		 चंद्रमा 		 r6 		 pof__cn
1068 		 के 		 lwg__psp 		 pof__cn
1069 		 सतह 		 ccof 		 conj
1070 		 कि 		 main 		 case
1071 		 कुछ 		 nmod__adj 		 case
1072 		 बेहतरीन 		 nmod__adj 		 case
1073 		 चित्र 		 k2 		 case
1074 		 लिया 		 ccof 		 conj
1075 		 है 		 lwg__vaux 		 case
1076 		 नियंत्रण 		 ccof 		 conj
1077 		 और 		 k7 		 nmod
1078 		 मोटर 		 ccof 		 conj
1079 		 गतिशीलता 		 pof__cn 		 case
1080 		 - 		 rsym 		 punct
1081 		 रोवर 		 r6 		 nmod
1082 		 के 		 lwg__psp 		 pof__cn
1083 		 छह 		 nmod__adj 		 pof__cn
1084 		 पहियों 		 k1 		 pof__cn
1085 		 होंगे,प्रत्येक 		 mod 		 nsubj
1086 		 स्वतंत्र 		 nmod__adj 		 case
1087 		 बिजली 		 r6 		 nmod
1088 		 की 		 lwg__psp 		 pof__cn
1089 		 मोटर 		 k3 		 nmod
1090 		 के 		 lwg__psp 		 pof__cn
1091 		 द्वारा 		 lwg__psp 		 pof__cn
1092 		 संचालित 		 pof 		 compound
1093 		 होंगे 		 main 		 case
1094 		 पहिएदार 		 k1 		 nsubj
1095 		 रोवर 		 nmod__adj 		 case
1096 		 चन्द्रमा 		 r6 		 nmod
1097 		 की 		 lwg__psp 		 pof__cn
1098 		 सतह 		 k7p 		 nmod
1099 		 पर 		 lwg__psp 		 pof__cn
1100 		 चलेगा 		 ccof 		 conj
1101 		 तथा 		 main 		 case
1102 		 वहीं 		 k7 		 nmod
1103 		 पर 		 lwg__psp 		 pof__cn
1104 		 विश्लेषण 		 rt 		 advcl
1105 		 के 		 lwg__psp 		 case
1106 		 लिए 		 lwg__psp 		 case
1107 		 मिट्टी 		 ccof 		 conj
1108 		 या 		 nmod 		 case
1109 		 चट्टान 		 ccof 		 conj
1110 		 के 		 lwg__psp 		 case
1111 		 नमूनों 		 k2 		 case
1112 		 को 		 lwg__psp 		 case
1113 		 एकत्र 		 pof 		 compound
1114 		 करेगा 		 ccof 		 conj
1115 		 सफल 		 pof 		 compound
1116 		 होने 		 main 		 case
1117 		 पर, 		 lwg__vaux 		 case
1118 		 चंद्रयान 		 pof__cn 		 case
1119 		 -2 		 rsym 		 punct
1120 		 सबसे 		 pof__cn 		 case
1121 		 दक्षिणी 		 nmod__adj 		 case
1122 		 चंद्र 		 pof__cn 		 case
1123 		 लैंडिंग 		 k2 		 case
1124 		 होगा, 		 vmod 		 case
1125 		 जिसका 		 r6 		 nmod
1126 		 लक्ष्य 		 k1 		 nsubj
1127 		 67 		 nmod__adj 		 case
1128 		 ° 		 ccof 		 conj
1129 		 S 		 rsym 		 punct
1130 		 या 		 r6 		 nmod
1131 		 70 		 nmod__adj 		 pof__cn
1132 		 ° 		 ccof 		 conj
1133 		 अक्षांश 		 k7p 		 nmod
1134 		 पर 		 lwg__psp 		 pof__cn
1135 		 उतरना 		 main 		 pof__cn
1136 		 होगा 		 lwg__vaux 		 pof__cn
1137 		 8 		 pof__cn 		 pof__cn
1138 		 सितंबर 		 pof__cn 		 pof__cn
1139 		 2019 		 k7t 		 nmod
1140 		 को 		 lwg__psp 		 pof__cn
1141 		 इसरो 		 k1 		 pof__cn
1142 		 द्वारा 		 lwg__psp 		 pof__cn
1143 		 सूचना 		 k2 		 pof__cn
1144 		 दी 		 main 		 pof__cn
1145 		 गई 		 lwg__vaux 		 pof__cn
1146 		 कि 		 k2 		 pof__cn
1147 		 ओरबिटर 		 k1 		 pof__cn
1148 		 द्‍वारा 		 lwg__psp 		 pof__cn
1149 		 लिए 		 nmod__k1inv 		 pof__cn
1150 		 गए 		 lwg__vaux 		 pof__cn
1151 		 ऊष्माचित्र 		 k5 		 nmod
1152 		 से 		 lwg__psp 		 pof__cn
1153 		 विक्रम 		 pof__cn 		 pof__cn
1154 		 लैंडर 		 r6 		 pof__cn
1155 		 का 		 lwg__psp 		 pof__cn
1156 		 पता 		 pof 		 compound
1157 		 चल 		 ccof 		 conj
1158 		 गया 		 lwg__vaux 		 case
1159 		 है 		 lwg__vaux_cont 		 case
1160 		 सन् 		 pof__cn 		 case
1161 		 १९६९ 		 rsp 		 advmod
1162 		 से 		 lwg__psp 		 case
1163 		 १९७२ 		 k7t 		 nmod
1164 		 के 		 lwg__psp 		 pof__cn
1165 		 बीच 		 lwg__psp 		 pof__cn
1166 		 छह 		 nmod__adj 		 pof__cn
1167 		 मानवयुक्त 		 pof__cn 		 pof__cn
1168 		 यान 		 k1 		 pof__cn
1169 		 ने 		 lwg__psp 		 pof__cn
1170 		 चन्द्रमा 		 r6 		 pof__cn
1171 		 की 		 lwg__psp 		 pof__cn
1172 		 धरती 		 k7p 		 nmod
1173 		 पर 		 lwg__psp 		 pof__cn
1174 		 कदम 		 pof 		 compound
1175 		 रखा 		 main 		 case
1176 		 जिसमे 		 k5 		 nmod
1177 		 से 		 lwg__psp 		 pof__cn
1178 		 अपोलो-११ 		 k1 		 pof__cn
1179 		 ने 		 lwg__psp 		 pof__cn
1180 		 सबसे 		 nmod__adj 		 pof__cn
1181 		 पहले 		 k7t 		 nmod
1182 		 कदम 		 k2 		 pof__cn
1183 		 रखा 		 nmod__relc 		 pof__cn
1184 		 श्री 		 pof__cn 		 pof__cn
1185 		 विक्रम 		 r6 		 pof__cn
1186 		 के 		 lwg__psp 		 pof__cn
1187 		 पास, 		 pof__cn 		 pof__cn
1188 		 बैंगलोर 		 k7p 		 nmod
1189 		 के 		 lwg__psp 		 pof__cn
1190 		 पास 		 lwg__psp 		 pof__cn
1191 		 बयालू 		 k7 		 nmod
1192 		 में 		 lwg__psp 		 pof__cn
1193 		 आईडीएसएन 		 vmod 		 pof__cn
1194 		 के 		 lwg__psp 		 pof__cn
1195 		 साथ-साथ 		 lwg__psp 		 pof__cn
1196 		 ऑर्बिटर 		 ccof 		 conj
1197 		 और 		 k7 		 nmod
1198 		 रोवर 		 ccof 		 conj
1199 		 के 		 lwg__psp 		 case
1200 		 साथ 		 lwg__psp 		 case
1201 		 संवाद 		 pof 		 compound
1202 		 करने 		 r6 		 nmod
1203 		 की 		 lwg__psp 		 pof__cn
1204 		 क्षमता 		 k1 		 pof__cn
1205 		 है 		 main 		 pof__cn
1206 		 स्वदेशी 		 nmod__adj 		 pof__cn
1207 		 लैंडर 		 r6 		 pof__cn
1208 		 की 		 lwg__psp 		 pof__cn
1209 		 प्रारंभिक 		 nmod__adj 		 pof__cn
1210 		 कॉन्फ़िगरेशन 		 r6 		 pof__cn
1211 		 का 		 lwg__psp 		 pof__cn
1212 		 अध्ययन 		 k2 		 pof__cn
1213 		 2013 		 k7t 		 nmod
1214 		 में 		 lwg__psp 		 pof__cn
1215 		 अंतरिक्ष 		 pof__cn 		 pof__cn
1216 		 अनुप्रयोग 		 pof__cn 		 pof__cn
1217 		 केंद्र(SAC),अहमदाबाद 		 jjmod 		 advmod
1218 		 द्वारा 		 lwg__psp 		 case
1219 		 पूरा 		 nmod 		 amod
1220 		 कि 		 k2 		 case
1221 		 गयी 		 rsym 		 punct
1222 		 अंतरिक्ष 		 pof__cn 		 case
1223 		 यान 		 r6 		 nmod
1224 		 के 		 lwg__psp 		 pof__cn
1225 		 डिजाइन 		 k2 		 pof__cn
1226 		 को 		 lwg__psp 		 pof__cn
1227 		 अगस्त 		 pof__cn 		 pof__cn
1228 		 2009 		 k7t 		 nmod
1229 		 में 		 lwg__psp 		 pof__cn
1230 		 पूर्ण 		 pof 		 compound
1231 		 कर 		 ccof 		 conj
1232 		 लिया 		 lwg__vaux 		 case
1233 		 गया 		 lwg__vaux_cont 		 case
1234 		 जिसमे 		 main 		 case
1235 		 दोनों 		 nmod__adj 		 case
1236 		 देशों 		 r6 		 nmod
1237 		 के 		 lwg__psp 		 pof__cn
1238 		 वैज्ञानिकों 		 k1 		 pof__cn
1239 		 ने 		 lwg__psp 		 pof__cn
1240 		 अपना 		 r6 		 pof__cn
1241 		 संयुक्त 		 nmod__adj 		 pof__cn
1242 		 योगदान 		 k2 		 pof__cn
1243 		 दिया. 		 nmod__k1inv 		 pof__cn
1244 		 चंद्रमा 		 k1 		 pof__cn
1245 		 ' 		 rsym 		 punct
1246 		 बाह्य 		 pof__cn 		 case
1247 		 अंतरिक्ष 		 pof__cn 		 case
1248 		 संधि 		 k7a 		 nmod
1249 		 ' 		 rsym 		 punct
1250 		 के 		 lwg__psp 		 case
1251 		 तहत 		 lwg__psp 		 case
1252 		 रहता 		 main 		 case
1253 		 है 		 lwg__vaux 		 case
1254 		 जिससे 		 rh 		 advcl
1255 		 यह 		 k1 		 case
1256 		 शांतिपूर्ण 		 nmod__adj 		 case
1257 		 उद्देश्यों 		 r6 		 nmod
1258 		 की 		 lwg__psp 		 pof__cn
1259 		 खोज 		 rt 		 advcl
1260 		 के 		 lwg__psp 		 case
1261 		 लिए 		 lwg__psp 		 case
1262 		 सभी 		 nmod__adj 		 case
1263 		 राष्ट्रों 		 rt 		 advcl
1264 		 के 		 lwg__psp 		 case
1265 		 लिए 		 lwg__psp 		 case
